2025-10-14 17:18:45 | SUCCESS | __main__ | Logging system initialized
2025-10-14 17:20:09 | INFO | __main__ |   • Model: yolov8n.pt
2025-10-14 17:20:09 | INFO | __main__ |   • Confidence Threshold: 0.25
2025-10-14 17:20:09 | INFO | __main__ |   • Camera Resolution: 1280x720
2025-10-14 17:20:09 | INFO | __main__ |   • Target FPS: 30
2025-10-14 17:20:09 | INFO | __main__ |   • Falcon Integration: Disabled
2025-10-14 17:20:09 | INFO | __main__ | ============================================================
2025-10-14 17:20:09 | INFO | __main__ | Running in headless mode. Press Ctrl+C to stop.
2025-10-14 17:20:09 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (594, 439)
2025-10-14 17:20:09 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (593, 439)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.96) at (593, 438)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.96) at (591, 438)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.96) at (590, 438)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.96) at (590, 439)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.96) at (590, 438)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (590, 438)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (591, 438)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (594, 436)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (597, 434)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (599, 434)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (602, 434)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (602, 433)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (602, 432)
2025-10-14 17:20:10 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (604, 432)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (605, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (605, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (605, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (605, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (606, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (606, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (607, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (607, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (607, 432)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (608, 431)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (609, 432)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (610, 433)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (610, 434)
2025-10-14 17:20:11 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (609, 435)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (611, 437)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (614, 438)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (615, 439)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (620, 439)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (621, 438)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (627, 438)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (629, 438)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.92) at (629, 439)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.89) at (625, 440)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (622, 440)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.89) at (618, 440)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.89) at (618, 440)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.89) at (614, 438)
2025-10-14 17:20:12 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (607, 437)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (603, 434)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (599, 433)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.92) at (596, 431)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.92) at (597, 430)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.92) at (596, 429)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (597, 429)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.92) at (597, 429)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.92) at (597, 429)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (597, 429)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 429)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (600, 430)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (599, 430)
2025-10-14 17:20:13 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (599, 430)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (601, 431)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (600, 432)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (601, 431)
2025-10-14 17:20:14 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (601, 432)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 433)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (601, 431)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (601, 431)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (601, 430)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (600, 433)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (600, 432)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 433)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 432)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 432)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (599, 431)
2025-10-14 17:20:15 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 432)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 430)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (601, 431)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 432)
2025-10-14 17:20:16 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 430)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 430)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 432)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 430)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:17 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 431)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 431)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (600, 430)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (601, 430)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (601, 429)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.89) at (602, 429)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (602, 430)
2025-10-14 17:20:18 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.90) at (602, 431)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.91) at (599, 433)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (597, 437)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (596, 442)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (593, 446)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (587, 452)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (577, 458)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (566, 461)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (558, 465)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (547, 468)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (534, 469)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.92) at (526, 472)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (518, 471)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (517, 472)
2025-10-14 17:20:19 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (508, 473)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (502, 472)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (499, 472)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (497, 472)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (494, 471)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (493, 470)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (493, 470)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (494, 469)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.93) at (494, 469)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (496, 470)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (496, 469)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (498, 468)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (499, 468)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (500, 466)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (502, 467)
2025-10-14 17:20:20 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (502, 467)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (504, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (504, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (505, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (505, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (505, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (505, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (505, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (505, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 466)
2025-10-14 17:20:21 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (504, 466)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (504, 466)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (503, 466)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (503, 467)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (503, 467)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 467)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (503, 467)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (503, 467)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 467)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (503, 467)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (503, 466)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.95) at (503, 466)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 467)
2025-10-14 17:20:22 | WARNING | __main__ | 🚨 CRITICAL: OxygenTank detected (confidence: 0.94) at (504, 467)
